codigo,nombre,tipo,mov,EMCR,EVR,Dif_EVR,Factor_EVR
24115,Ponferrada,Exteriores,Inmigraciones,435,305,42.6,0.701
24116,Posada de Valdeón,Exteriores,Inmigraciones,5,4,25.0,0.800
24117,Pozuelo del Páramo,Exteriores,Inmigraciones,4,0,,0.000
24118,Prado de la Guzpeña,Exteriores,Inmigraciones,1,0,,0.000
24119,Priaranza del Bierzo,Exteriores,Inmigraciones,7,5,40.0,0.714
24120,Prioro,Exteriores,Inmigraciones,1,0,,0.000
24121,Puebla de Lillo,Exteriores,Inmigraciones,1,0,,0.000
24122,Puente de Domingo Flórez,Exteriores,Inmigraciones,13,5,160.0,0.385
24123,Quintana del Castillo,Exteriores,Inmigraciones,1,1,0.0,1.000
24124,Quintana del Marco,Exteriores,Inmigraciones,2,2,0.0,1.000
24125,Quintana y Congosto,Exteriores,Inmigraciones,3,2,50.0,0.667
24127,Regueras de Arriba,Exteriores,Inmigraciones,0,0,0.0,1.000
24129,Reyero,Exteriores,Inmigraciones,0,0,0.0,1.000
24130,Riaño,Exteriores,Inmigraciones,1,1,0.0,1.000
24131,Riego de la Vega,Exteriores,Inmigraciones,3,0,,0.000
24132,Riello,Exteriores,Inmigraciones,1,0,,0.000
24133,Rioseco de Tapia,Exteriores,Inmigraciones,0,0,0.0,1.000
24134,"Robla, La",Exteriores,Inmigraciones,9,2,350.0,0.222
24136,Roperuelos del Páramo,Exteriores,Inmigraciones,1,1,0.0,1.000
24137,Sabero,Exteriores,Inmigraciones,1,1,0.0,1.000
24139,Sahagún,Exteriores,Inmigraciones,26,18,44.4,0.692
24141,San Adrián del Valle,Exteriores,Inmigraciones,0,0,0.0,1.000
24142,San Andrés del Rabanedo,Exteriores,Inmigraciones,192,139,38.1,0.724
24143,Sancedo,Exteriores,Inmigraciones,5,2,150.0,0.400
24144,San Cristóbal de la Polantera,Exteriores,Inmigraciones,3,2,50.0,0.667
24145,San Emiliano,Exteriores,Inmigraciones,3,2,50.0,0.667
24146,San Esteban de Nogales,Exteriores,Inmigraciones,1,1,0.0,1.000
24148,San Justo de la Vega,Exteriores,Inmigraciones,4,2,100.0,0.500
24149,San Millán de los Caballeros,Exteriores,Inmigraciones,3,3,0.0,1.000
24150,San Pedro Bercianos,Exteriores,Inmigraciones,2,0,,0.000
24151,Santa Colomba de Curueño,Exteriores,Inmigraciones,2,1,100.0,0.500
24152,Santa Colomba de Somoza,Exteriores,Inmigraciones,10,7,42.9,0.700
24153,Santa Cristina de Valmadrigal,Exteriores,Inmigraciones,8,2,300.0,0.250
24154,Santa Elena de Jamuz,Exteriores,Inmigraciones,5,1,400.0,0.200
24155,Santa María de la Isla,Exteriores,Inmigraciones,1,0,,0.000
24156,Santa María del Monte de Cea,Exteriores,Inmigraciones,2,1,100.0,0.500
24157,Santa María del Páramo,Exteriores,Inmigraciones,2,1,100.0,0.500
24158,Santa María de Ordás,Exteriores,Inmigraciones,1,0,,0.000
24159,Santa Marina del Rey,Exteriores,Inmigraciones,3,2,50.0,0.667
24160,Santas Martas,Exteriores,Inmigraciones,10,5,100.0,0.500
24161,Santiago Millas,Exteriores,Inmigraciones,3,1,200.0,0.333
24162,Santovenia de la Valdoncina,Exteriores,Inmigraciones,16,9,77.8,0.563
24163,Sariegos,Exteriores,Inmigraciones,25,12,108.3,0.480
24164,Sena de Luna,Exteriores,Inmigraciones,2,1,100.0,0.500
24165,Sobrado,Exteriores,Inmigraciones,6,3,100.0,0.500
24166,Soto de la Vega,Exteriores,Inmigraciones,7,4,75.0,0.571
24167,Soto y Amío,Exteriores,Inmigraciones,1,0,,0.000
24168,Toral de los Guzmanes,Exteriores,Inmigraciones,10,4,150.0,0.400
24169,Toreno,Exteriores,Inmigraciones,15,13,15.4,0.867
24170,Torre del Bierzo,Exteriores,Inmigraciones,14,7,100.0,0.500
24171,Trabadelo,Exteriores,Inmigraciones,1,0,,0.000
24172,Truchas,Exteriores,Inmigraciones,4,1,300.0,0.250
24173,Turcia,Exteriores,Inmigraciones,0,0,0.0,1.000
24174,Urdiales del Páramo,Exteriores,Inmigraciones,4,0,,0.000
24175,Valdefresno,Exteriores,Inmigraciones,28,37,-24.3,1.321
24176,Valdefuentes del Páramo,Exteriores,Inmigraciones,0,0,0.0,1.000
24177,Valdelugueros,Exteriores,Inmigraciones,6,6,0.0,1.000
24178,Valdemora,Exteriores,Inmigraciones,0,0,0.0,1.000
24179,Valdepiélago,Exteriores,Inmigraciones,2,0,,0.000
24180,Valdepolo,Exteriores,Inmigraciones,2,1,100.0,0.500
24181,Valderas,Exteriores,Inmigraciones,19,4,375.0,0.211
24182,Valderrey,Exteriores,Inmigraciones,4,2,100.0,0.500
24183,Valderrueda,Exteriores,Inmigraciones,4,1,300.0,0.250
24184,Valdesamario,Exteriores,Inmigraciones,1,0,,0.000
24185,Val de San Lorenzo,Exteriores,Inmigraciones,0,0,0.0,1.000
24187,Valdevimbre,Exteriores,Inmigraciones,4,4,0.0,1.000
24188,Valencia de Don Juan,Exteriores,Inmigraciones,91,46,97.8,0.505
24189,Valverde de la Virgen,Exteriores,Inmigraciones,45,28,60.7,0.622
24190,Valverde-Enrique,Exteriores,Inmigraciones,0,0,0.0,1.000
24191,Vallecillo,Exteriores,Inmigraciones,0,0,0.0,1.000
24193,"Vecilla, La",Exteriores,Inmigraciones,2,2,0.0,1.000
24194,Vegacervera,Exteriores,Inmigraciones,3,1,200.0,0.333
24196,Vega de Espinareda,Exteriores,Inmigraciones,10,9,11.1,0.900
24197,Vega de Infanzones,Exteriores,Inmigraciones,1,0,,0.000
24198,Vega de Valcarce,Exteriores,Inmigraciones,2,2,0.0,1.000
24199,Vegaquemada,Exteriores,Inmigraciones,1,0,,0.000
24201,Vegas del Condado,Exteriores,Inmigraciones,4,3,33.3,0.750
24202,Villablino,Exteriores,Inmigraciones,22,13,69.2,0.591
24203,Villabraz,Exteriores,Inmigraciones,0,0,0.0,1.000
24205,Villadangos del Páramo,Exteriores,Inmigraciones,4,3,33.3,0.750
24206,Toral de los Vados,Exteriores,Inmigraciones,9,2,350.0,0.222
24207,Villademor de la Vega,Exteriores,Inmigraciones,1,0,,0.000
24209,Villafranca del Bierzo,Exteriores,Inmigraciones,26,21,23.8,0.808
24210,Villagatón,Exteriores,Inmigraciones,18,11,63.6,0.611
24211,Villamandos,Exteriores,Inmigraciones,2,0,,0.000
24212,Villamañán,Exteriores,Inmigraciones,15,6,150.0,0.400
24213,Villamartín de Don Sancho,Exteriores,Inmigraciones,4,6,-33.3,1.500
24214,Villamejil,Exteriores,Inmigraciones,0,0,0.0,1.000
24215,Villamol,Exteriores,Inmigraciones,4,3,33.3,0.750
24216,Villamontán de la Valduerna,Exteriores,Inmigraciones,0,0,0.0,1.000
24217,Villamoratiel de las Matas,Exteriores,Inmigraciones,0,0,0.0,1.000
24218,Villanueva de las Manzanas,Exteriores,Inmigraciones,1,0,,0.000
24219,Villaobispo de Otero,Exteriores,Inmigraciones,2,2,0.0,1.000
24221,Villaquejida,Exteriores,Inmigraciones,5,3,66.7,0.600
24222,Villaquilambre,Exteriores,Inmigraciones,76,48,58.3,0.632
24223,Villarejo de Órbigo,Exteriores,Inmigraciones,28,23,21.7,0.821
24224,Villares de Órbigo,Exteriores,Inmigraciones,6,6,0.0,1.000
24225,Villasabariego,Exteriores,Inmigraciones,4,5,-20.0,1.250
24226,Villaselán,Exteriores,Inmigraciones,1,0,,0.000
24227,Villaturiel,Exteriores,Inmigraciones,11,9,22.2,0.818
24228,Villazala,Exteriores,Inmigraciones,1,0,,0.000
24229,Villazanzo de Valderaduey,Exteriores,Inmigraciones,4,2,100.0,0.500
24230,Zotes del Páramo,Exteriores,Inmigraciones,2,2,0.0,1.000
24901,Villamanín,Exteriores,Inmigraciones,4,3,33.3,0.750
24902,Villaornate y Castro,Exteriores,Inmigraciones,13,0,,0.000
25001,Abella de la Conca,Exteriores,Inmigraciones,1,1,0.0,1.000
25002,Àger,Exteriores,Inmigraciones,9,6,50.0,0.667
25003,Agramunt,Exteriores,Inmigraciones,113,95,18.9,0.841
25004,"Alamús, Els",Exteriores,Inmigraciones,11,3,266.7,0.273
25005,Alàs i Cerc,Exteriores,Inmigraciones,1,1,0.0,1.000
25006,"Albagés, L'",Exteriores,Inmigraciones,5,1,400.0,0.200
25007,Albatàrrec,Exteriores,Inmigraciones,81,67,20.9,0.827
25008,Albesa,Exteriores,Inmigraciones,33,25,32.0,0.758
25009,"Albi, L'",Exteriores,Inmigraciones,12,12,0.0,1.000
25010,Alcanó,Exteriores,Inmigraciones,4,4,0.0,1.000
25011,Alcarràs,Exteriores,Inmigraciones,340,264,28.8,0.776
25012,Alcoletge,Exteriores,Inmigraciones,70,43,62.8,0.614
25013,Alfarràs,Exteriores,Inmigraciones,57,53,7.5,0.930
25014,Alfés,Exteriores,Inmigraciones,2,1,100.0,0.500
25015,Algerri,Exteriores,Inmigraciones,8,8,0.0,1.000
25016,Alguaire,Exteriores,Inmigraciones,60,36,66.7,0.600
25017,Alins,Exteriores,Inmigraciones,6,4,50.0,0.667
25019,Almacelles,Exteriores,Inmigraciones,226,169,33.7,0.748
25020,Almatret,Exteriores,Inmigraciones,2,1,100.0,0.500
25021,Almenar,Exteriores,Inmigraciones,84,105,-20.0,1.250
25022,Alòs de Balaguer,Exteriores,Inmigraciones,1,1,0.0,1.000
25023,Alpicat,Exteriores,Inmigraciones,67,46,45.7,0.687
25024,Alt Àneu,Exteriores,Inmigraciones,3,2,50.0,0.667
25025,Naut Aran,Exteriores,Inmigraciones,28,19,47.4,0.679
25027,Anglesola,Exteriores,Inmigraciones,19,9,111.1,0.474
25029,Arbeca,Exteriores,Inmigraciones,49,40,22.5,0.816
25030,"Pont de Bar, El",Exteriores,Inmigraciones,1,1,0.0,1.000
25031,Arres,Exteriores,Inmigraciones,0,0,0.0,1.000
25032,Arsèguel,Exteriores,Inmigraciones,0,0,0.0,1.000
25033,Artesa de Lleida,Exteriores,Inmigraciones,24,18,33.3,0.750
25034,Artesa de Segre,Exteriores,Inmigraciones,86,59,45.8,0.686
25035,"Sentiu de Sió, La",Exteriores,Inmigraciones,3,2,50.0,0.667
25036,Aspa,Exteriores,Inmigraciones,10,8,25.0,0.800
25037,"Avellanes i Santa Linya, Les",Exteriores,Inmigraciones,3,2,50.0,0.667
25038,Aitona,Exteriores,Inmigraciones,108,116,-6.9,1.074
25039,Baix Pallars,Exteriores,Inmigraciones,6,3,100.0,0.500
25040,Balaguer,Exteriores,Inmigraciones,444,354,25.4,0.797
25041,Barbens,Exteriores,Inmigraciones,67,66,1.5,0.985
25042,"Baronia de Rialb, La",Exteriores,Inmigraciones,2,2,0.0,1.000
25043,"Vall de Boí, La",Exteriores,Inmigraciones,23,9,155.6,0.391
25044,Bassella,Exteriores,Inmigraciones,2,2,0.0,1.000
25045,Bausen,Exteriores,Inmigraciones,1,1,0.0,1.000
25046,Belianes,Exteriores,Inmigraciones,2,0,,0.000
25047,Bellcaire d'Urgell,Exteriores,Inmigraciones,24,22,9.1,0.917
25048,Bell-lloc d'Urgell,Exteriores,Inmigraciones,31,28,10.7,0.903
25049,Bellmunt d'Urgell,Exteriores,Inmigraciones,1,1,0.0,1.000
25050,Bellpuig,Exteriores,Inmigraciones,136,88,54.5,0.647
25051,Bellver de Cerdanya,Exteriores,Inmigraciones,34,22,54.5,0.647
25052,Bellvís,Exteriores,Inmigraciones,38,36,5.6,0.947
25053,Benavent de Segrià,Exteriores,Inmigraciones,19,14,35.7,0.737
25055,Biosca,Exteriores,Inmigraciones,4,5,-20.0,1.250
25056,Bovera,Exteriores,Inmigraciones,10,8,25.0,0.800
25057,"Bòrdes, Es",Exteriores,Inmigraciones,1,1,0.0,1.000
25058,"Borges Blanques, Les",Exteriores,Inmigraciones,103,84,22.6,0.816
25059,Bossòst,Exteriores,Inmigraciones,23,18,27.8,0.783
25060,Cabanabona,Exteriores,Inmigraciones,1,0,,0.000
25061,Cabó,Exteriores,Inmigraciones,0,0,0.0,1.000
25062,Camarasa,Exteriores,Inmigraciones,3,2,50.0,0.667
25063,Canejan,Exteriores,Inmigraciones,0,0,0.0,1.000
25064,Castellar de la Ribera,Exteriores,Inmigraciones,0,0,0.0,1.000
25067,Castelldans,Exteriores,Inmigraciones,14,6,133.3,0.429
25068,Castellnou de Seana,Exteriores,Inmigraciones,14,10,40.0,0.714
25069,Castelló de Farfanya,Exteriores,Inmigraciones,2,2,0.0,1.000
25070,Castellserà,Exteriores,Inmigraciones,10,15,-33.3,1.500
25071,Cava,Exteriores,Inmigraciones,0,0,0.0,1.000
25072,Cervera,Exteriores,Inmigraciones,163,108,50.9,0.663
25073,Cervià de les Garrigues,Exteriores,Inmigraciones,3,0,,0.000
25074,Ciutadilla,Exteriores,Inmigraciones,1,0,,0.000
25075,Clariana de Cardener,Exteriores,Inmigraciones,1,0,,0.000
25076,"Cogul, El",Exteriores,Inmigraciones,1,2,-50.0,2.000
25077,Coll de Nargó,Exteriores,Inmigraciones,5,4,25.0,0.800
25078,Corbins,Exteriores,Inmigraciones,38,22,72.7,0.579
25079,Cubells,Exteriores,Inmigraciones,3,1,200.0,0.333
25081,"Espluga Calba, L'",Exteriores,Inmigraciones,8,6,33.3,0.750
25082,Espot,Exteriores,Inmigraciones,2,2,0.0,1.000
25085,Estaràs,Exteriores,Inmigraciones,0,0,0.0,1.000
25086,Esterri d'Àneu,Exteriores,Inmigraciones,15,11,36.4,0.733
25087,Esterri de Cardós,Exteriores,Inmigraciones,0,0,0.0,1.000
25088,Estamariu,Exteriores,Inmigraciones,0,0,0.0,1.000
25089,Farrera,Exteriores,Inmigraciones,4,4,0.0,1.000
25092,"Floresta, La",Exteriores,Inmigraciones,0,0,0.0,1.000
25093,Fondarella,Exteriores,Inmigraciones,6,8,-25.0,1.333
25094,Foradada,Exteriores,Inmigraciones,5,3,66.7,0.600
25096,"Fuliola, La",Exteriores,Inmigraciones,16,17,-5.9,1.063
25097,Fulleda,Exteriores,Inmigraciones,1,0,,0.000
25098,Gavet de la Conca,Exteriores,Inmigraciones,2,1,100.0,0.500
25099,Golmés,Exteriores,Inmigraciones,33,26,26.9,0.788
25100,Gósol,Exteriores,Inmigraciones,6,6,0.0,1.000
25101,"Granadella, La",Exteriores,Inmigraciones,11,6,83.3,0.545
25102,"Granja d'Escarp, La",Exteriores,Inmigraciones,35,34,2.9,0.971
25103,Granyanella,Exteriores,Inmigraciones,0,1,-100.0,
25104,Granyena de Segarra,Exteriores,Inmigraciones,3,2,50.0,0.667
25105,Granyena de les Garrigues,Exteriores,Inmigraciones,2,1,100.0,0.500
25109,Guimerà,Exteriores,Inmigraciones,15,10,50.0,0.667
25110,Guissona,Exteriores,Inmigraciones,223,196,13.8,0.879
25111,Guixers,Exteriores,Inmigraciones,0,0,0.0,1.000
25112,Ivars de Noguera,Exteriores,Inmigraciones,4,5,-20.0,1.250
25113,Ivars d'Urgell,Exteriores,Inmigraciones,33,27,22.2,0.818
25114,Ivorra,Exteriores,Inmigraciones,0,0,0.0,1.000
25115,Isona i Conca Dellà,Exteriores,Inmigraciones,21,15,40.0,0.714
25118,Juncosa,Exteriores,Inmigraciones,9,6,50.0,0.667
25119,Juneda,Exteriores,Inmigraciones,101,67,50.7,0.663
25120,Lleida,Exteriores,Inmigraciones,3561,2870,24.1,0.806
25121,Les,Exteriores,Inmigraciones,35,22,59.1,0.629
25122,Linyola,Exteriores,Inmigraciones,30,20,50.0,0.667
25123,Lladorre,Exteriores,Inmigraciones,3,2,50.0,0.667
25124,Lladurs,Exteriores,Inmigraciones,2,1,100.0,0.500
25125,Llardecans,Exteriores,Inmigraciones,3,4,-25.0,1.333
25126,Llavorsí,Exteriores,Inmigraciones,7,6,16.7,0.857
25127,Lles de Cerdanya,Exteriores,Inmigraciones,5,5,0.0,1.000
25128,Llimiana,Exteriores,Inmigraciones,4,3,33.3,0.750
25129,Llobera,Exteriores,Inmigraciones,0,0,0.0,1.000
25130,Maldà,Exteriores,Inmigraciones,9,6,50.0,0.667
25131,Massalcoreig,Exteriores,Inmigraciones,24,17,41.2,0.708
25132,Massoteres,Exteriores,Inmigraciones,4,1,300.0,0.250
25133,Maials,Exteriores,Inmigraciones,12,8,50.0,0.667
25134,Menàrguens,Exteriores,Inmigraciones,15,4,275.0,0.267
25135,Miralcamp,Exteriores,Inmigraciones,19,16,18.8,0.842
25136,"Molsosa, La",Exteriores,Inmigraciones,0,0,0.0,1.000
25137,Mollerussa,Exteriores,Inmigraciones,493,289,70.6,0.586
25138,Montgai,Exteriores,Inmigraciones,5,4,25.0,0.800
25139,Montellà i Martinet,Exteriores,Inmigraciones,11,9,22.2,0.818
25140,Montferrer i Castellbò,Exteriores,Inmigraciones,21,25,-16.0,1.190
25141,Montoliu de Segarra,Exteriores,Inmigraciones,0,0,0.0,1.000
25142,Montoliu de Lleida,Exteriores,Inmigraciones,8,3,166.7,0.375
25143,Montornès de Segarra,Exteriores,Inmigraciones,0,0,0.0,1.000
25145,Nalec,Exteriores,Inmigraciones,1,1,0.0,1.000
25146,Navès,Exteriores,Inmigraciones,2,1,100.0,0.500
25148,Odèn,Exteriores,Inmigraciones,1,2,-50.0,2.000
25149,Oliana,Exteriores,Inmigraciones,40,37,8.1,0.925
25150,Oliola,Exteriores,Inmigraciones,0,0,0.0,1.000
25151,Olius,Exteriores,Inmigraciones,2,2,0.0,1.000
25152,"Oluges, Les",Exteriores,Inmigraciones,1,1,0.0,1.000
25153,"Omellons, Els",Exteriores,Inmigraciones,0,0,0.0,1.000
25154,"Omells de na Gaia, Els",Exteriores,Inmigraciones,1,0,,0.000
25155,Organyà,Exteriores,Inmigraciones,17,13,30.8,0.765
25156,Os de Balaguer,Exteriores,Inmigraciones,14,9,55.6,0.643
25157,Ossó de Sió,Exteriores,Inmigraciones,1,1,0.0,1.000
25158,"Palau d'Anglesola, El",Exteriores,Inmigraciones,13,15,-13.3,1.154
25161,Conca de Dalt,Exteriores,Inmigraciones,8,6,33.3,0.750
25163,"Coma i la Pedra, La",Exteriores,Inmigraciones,3,0,,0.000
25164,Penelles,Exteriores,Inmigraciones,1,0,,0.000
25165,Peramola,Exteriores,Inmigraciones,3,2,50.0,0.667
25166,Pinell de Solsonès,Exteriores,Inmigraciones,2,2,0.0,1.000
25167,Pinós,Exteriores,Inmigraciones,2,2,0.0,1.000
25168,"Poal, El",Exteriores,Inmigraciones,4,5,-20.0,1.250
25169,"Pobla de Cérvoles, La",Exteriores,Inmigraciones,6,4,50.0,0.667
25170,Bellaguarda,Exteriores,Inmigraciones,1,1,0.0,1.000
25171,"Pobla de Segur, La",Exteriores,Inmigraciones,92,62,48.4,0.674
25172,Ponts,Exteriores,Inmigraciones,61,49,24.5,0.803
25173,"Pont de Suert, El",Exteriores,Inmigraciones,47,28,67.9,0.596
25174,"Portella, La",Exteriores,Inmigraciones,38,24,58.3,0.632
25175,Prats i Sansor,Exteriores,Inmigraciones,4,2,100.0,0.500
25176,Preixana,Exteriores,Inmigraciones,5,5,0.0,1.000
25177,Preixens,Exteriores,Inmigraciones,2,0,,0.000
25179,Prullans,Exteriores,Inmigraciones,3,4,-25.0,1.333
25180,Puiggròs,Exteriores,Inmigraciones,1,0,,0.000
25181,Puigverd d'Agramunt,Exteriores,Inmigraciones,6,5,20.0,0.833
25182,Puigverd de Lleida,Exteriores,Inmigraciones,22,22,0.0,1.000
25183,Rialp,Exteriores,Inmigraciones,11,3,266.7,0.273
25185,Ribera d'Urgellet,Exteriores,Inmigraciones,18,16,12.5,0.889
25186,Riner,Exteriores,Inmigraciones,2,1,100.0,0.500
25189,Rosselló,Exteriores,Inmigraciones,60,44,36.4,0.733
25190,Salàs de Pallars,Exteriores,Inmigraciones,10,6,66.7,0.600
25191,Sanaüja,Exteriores,Inmigraciones,5,1,400.0,0.200
25192,Sant Guim de Freixenet,Exteriores,Inmigraciones,25,18,38.9,0.720
25193,Sant Llorenç de Morunys,Exteriores,Inmigraciones,14,13,7.7,0.929
25194,Sant Ramon,Exteriores,Inmigraciones,9,6,50.0,0.667
25196,Sant Esteve de la Sarga,Exteriores,Inmigraciones,1,1,0.0,1.000
25197,Sant Guim de la Plana,Exteriores,Inmigraciones,5,4,25.0,0.800
25200,Sarroca de Lleida,Exteriores,Inmigraciones,3,3,0.0,1.000
25201,Sarroca de Bellera,Exteriores,Inmigraciones,0,0,0.0,1.000
25202,Senterada,Exteriores,Inmigraciones,6,0,,0.000
25203,"Seu d'Urgell, La",Exteriores,Inmigraciones,294,254,15.7,0.864
25204,Seròs,Exteriores,Inmigraciones,51,45,13.3,0.882
25205,Sidamon,Exteriores,Inmigraciones,2,2,0.0,1.000
25206,"Soleràs, El",Exteriores,Inmigraciones,9,5,80.0,0.556
25207,Solsona,Exteriores,Inmigraciones,168,127,32.3,0.756
25208,Soriguera,Exteriores,Inmigraciones,1,0,,0.000
25209,Sort,Exteriores,Inmigraciones,19,13,46.2,0.684
25210,Soses,Exteriores,Inmigraciones,66,50,32.0,0.758
25211,Sudanell,Exteriores,Inmigraciones,19,18,5.6,0.947
25212,Sunyer,Exteriores,Inmigraciones,7,6,16.7,0.857
25215,Talarn,Exteriores,Inmigraciones,11,6,83.3,0.545
25216,Talavera,Exteriores,Inmigraciones,1,1,0.0,1.000
25217,Tàrrega,Exteriores,Inmigraciones,289,236,22.5,0.817
25218,Tarrés,Exteriores,Inmigraciones,1,0,,0.000
25219,Tarroja de Segarra,Exteriores,Inmigraciones,1,0,,0.000
25220,Térmens,Exteriores,Inmigraciones,16,46,-65.2,2.875
25221,Tírvia,Exteriores,Inmigraciones,1,0,,0.000
25222,Tiurana,Exteriores,Inmigraciones,0,0,0.0,1.000
25223,Torà,Exteriores,Inmigraciones,32,19,68.4,0.594
25224,"Torms, Els",Exteriores,Inmigraciones,1,1,0.0,1.000
25225,Tornabous,Exteriores,Inmigraciones,20,21,-4.8,1.050
25226,Torrebesses,Exteriores,Inmigraciones,11,10,10.0,0.909
25227,"Torre de Cabdella, La",Exteriores,Inmigraciones,4,3,33.3,0.750
25228,Torrefarrera,Exteriores,Inmigraciones,75,41,82.9,0.547
25230,Torregrossa,Exteriores,Inmigraciones,50,26,92.3,0.520
25231,Torrelameu,Exteriores,Inmigraciones,28,12,133.3,0.429
25232,Torres de Segre,Exteriores,Inmigraciones,168,301,-44.2,1.792
25233,Torre-serona,Exteriores,Inmigraciones,4,2,100.0,0.500
25234,Tremp,Exteriores,Inmigraciones,163,122,33.6,0.748
25238,Vallbona de les Monges,Exteriores,Inmigraciones,3,3,0.0,1.000
25239,"Valls de Valira, Les",Exteriores,Inmigraciones,33,33,0.0,1.000
25240,Vallfogona de Balaguer,Exteriores,Inmigraciones,21,18,16.7,0.857
25242,Verdú,Exteriores,Inmigraciones,7,3,133.3,0.429
25243,Vielha e Mijaran,Exteriores,Inmigraciones,132,117,12.8,0.886
25244,Vilagrassa,Exteriores,Inmigraciones,13,7,85.7,0.538
25245,Vilaller,Exteriores,Inmigraciones,4,5,-20.0,1.250
25247,Vilamòs,Exteriores,Inmigraciones,0,1,-100.0,
25248,Vilanova de Bellpuig,Exteriores,Inmigraciones,16,11,45.5,0.688
25249,Vilanova de l'Aguda,Exteriores,Inmigraciones,2,0,,0.000
25250,Vilanova de Meià,Exteriores,Inmigraciones,30,27,11.1,0.900
25251,Vilanova de Segrià,Exteriores,Inmigraciones,32,29,10.3,0.906
25252,Vila-sana,Exteriores,Inmigraciones,13,10,30.0,0.769
25253,"Vilosell, El",Exteriores,Inmigraciones,1,1,0.0,1.000
25254,Vilanova de la Barca,Exteriores,Inmigraciones,73,72,1.4,0.986
25255,Vinaixa,Exteriores,Inmigraciones,3,1,200.0,0.333
25901,Vall de Cardós,Exteriores,Inmigraciones,9,3,200.0,0.333
25902,Sant Martí de Riucorb,Exteriores,Inmigraciones,9,7,28.6,0.778
25903,"Guingueta d'Àneu, La",Exteriores,Inmigraciones,3,3,0.0,1.000
25904,Castell de Mur,Exteriores,Inmigraciones,4,2,100.0,0.500
25905,Ribera d'Ondara,Exteriores,Inmigraciones,1,1,0.0,1.000
25906,"Valls d'Aguilar, Les",Exteriores,Inmigraciones,6,3,100.0,0.500
25907,Torrefeta i Florejacs,Exteriores,Inmigraciones,5,5,0.0,1.000
25908,Fígols i Alinyà,Exteriores,Inmigraciones,4,3,33.3,0.750
25909,"Vansa i Fórnols, La",Exteriores,Inmigraciones,9,0,,0.000
25910,Josa i Tuixén,Exteriores,Inmigraciones,0,0,0.0,1.000
25911,"Plans de Sió, Els",Exteriores,Inmigraciones,0,0,0.0,1.000
25912,Gimenells i el Pla de la Font,Exteriores,Inmigraciones,12,9,33.3,0.750
25913,Riu de Cerdanya,Exteriores,Inmigraciones,0,0,0.0,1.000
26001,Ábalos,Exteriores,Inmigraciones,14,1,1300.0,0.071
26002,Agoncillo,Exteriores,Inmigraciones,21,21,0.0,1.000
26003,Aguilar del Río Alhama,Exteriores,Inmigraciones,17,13,30.8,0.765
26004,Ajamil de Cameros,Exteriores,Inmigraciones,1,0,,0.000
26005,Albelda de Iregua,Exteriores,Inmigraciones,102,50,104.0,0.490
26006,Alberite,Exteriores,Inmigraciones,41,34,20.6,0.829
26007,Alcanadre,Exteriores,Inmigraciones,13,5,160.0,0.385
26008,Aldeanueva de Ebro,Exteriores,Inmigraciones,103,63,63.5,0.612
26009,Alesanco,Exteriores,Inmigraciones,10,7,42.9,0.700
26010,Alesón,Exteriores,Inmigraciones,0,0,0.0,1.000
26011,Alfaro,Exteriores,Inmigraciones,201,118,70.3,0.587
26012,Almarza de Cameros,Exteriores,Inmigraciones,0,0,0.0,1.000
26013,Anguciana,Exteriores,Inmigraciones,15,16,-6.3,1.067
26014,Anguiano,Exteriores,Inmigraciones,4,3,33.3,0.750
26015,Arenzana de Abajo,Exteriores,Inmigraciones,9,3,200.0,0.333
26016,Arenzana de Arriba,Exteriores,Inmigraciones,3,1,200.0,0.333
26017,Arnedillo,Exteriores,Inmigraciones,2,1,100.0,0.500
26018,Arnedo,Exteriores,Inmigraciones,246,177,39.0,0.720
26019,Arrúbal,Exteriores,Inmigraciones,28,20,40.0,0.714
26020,Ausejo,Exteriores,Inmigraciones,46,20,130.0,0.435
26021,Autol,Exteriores,Inmigraciones,111,96,15.6,0.865
26022,Azofra,Exteriores,Inmigraciones,32,18,77.8,0.563
26023,Badarán,Exteriores,Inmigraciones,11,8,37.5,0.727
26024,Bañares,Exteriores,Inmigraciones,1,0,,0.000
26025,Baños de Rioja,Exteriores,Inmigraciones,0,0,0.0,1.000
26026,Baños de Río Tobía,Exteriores,Inmigraciones,27,22,22.7,0.815
26027,Berceo,Exteriores,Inmigraciones,0,0,0.0,1.000
26028,Bergasa,Exteriores,Inmigraciones,9,4,125.0,0.444
26029,Bergasillas Bajera,Exteriores,Inmigraciones,0,0,0.0,1.000
26030,Bezares,Exteriores,Inmigraciones,0,0,0.0,1.000
26031,Bobadilla,Exteriores,Inmigraciones,3,1,200.0,0.333
26032,Brieva de Cameros,Exteriores,Inmigraciones,0,0,0.0,1.000
26033,Briñas,Exteriores,Inmigraciones,2,2,0.0,1.000
26034,Briones,Exteriores,Inmigraciones,8,8,0.0,1.000
26035,Cabezón de Cameros,Exteriores,Inmigraciones,0,0,0.0,1.000
26036,Calahorra,Exteriores,Inmigraciones,523,350,49.4,0.669
26037,Camprovín,Exteriores,Inmigraciones,8,3,166.7,0.375
26038,Canales de la Sierra,Exteriores,Inmigraciones,1,0,,0.000
26039,Canillas de Río Tuerto,Exteriores,Inmigraciones,3,0,,0.000
26040,Cañas,Exteriores,Inmigraciones,4,3,33.3,0.750
26041,Cárdenas,Exteriores,Inmigraciones,1,0,,0.000
